image_url_1,image_A1_url,image_B1_url,image_url_2,image_A2_url,image_B2_url,image_url_3,image_A3_url,image_B3_url,image_url_4,image_A4_url,image_B4_url,image_url_5,image_A5_url,image_B5_url,image_url_6,image_A6_url,image_B6_url,image_url_7,image_A7_url,image_B7_url,image_url_8,image_A8_url,image_B8_url,image_url_9,image_A9_url,image_B9_url,image_url_10,image_A10_url,image_B10_url
R4_original.png,R4_diff.png,R4_l2.png,R5_original.png,R5_diff.png,R5_l2.png,R4_original.png,R4_diff.png,R4_l2.png,R5_original.png,R5_diff.png,R5_l2.png,R4_original.png,R4_diff.png,R4_l2.png,R5_original.png,R5_diff.png,R5_l2.png,R4_original.png,R4_diff.png,R4_l2.png,R5_original.png,R5_diff.png,R5_l2.png,R4_original.png,R4_diff.png,R4_l2.png, R5_original.png,R5_diff.png,R5_l2.png
